timestamp,f_Floatfield,f_Intfield,f_Stringfield,f_Boolfield,t_tag1
2021-11-21T16:26:31.781,-0.24029873679085753,4,fWXz4,true,p3OqT
2021-11-21T16:26:32.781,1.2821477564135126,3,v5OFF,false,cJhIG
2021-11-21T16:26:33.781,-0.788945150169348,1,R8e55,true,z7oin
2021-11-21T16:26:34.781,0.6007669967959297,3,2lzYx,false,QlSzu
2021-11-21T16:26:35.781,0.016245176919353264,7,pjT2i,false,GxtFD
2021-11-21T16:26:36.781,-0.20227085417533602,10,6NiRg,false,Vra5D
2021-11-21T16:26:37.781,-0.13609943649034675,5,keX9e,false,weVpT
2021-11-21T16:26:38.781,0.49413273032108085,3,Uw0Ic,false,XnCJz
2021-11-21T16:26:39.781,0.9578804590817642,6,3kfnP,false,dlhcu
2021-11-21T16:26:40.781,0.0972829871788654,7,9qmVr,true,MsRtv
2021-11-21T16:26:41.781,-0.1697742531911522,5,AJW4i,true,7QCrm
2021-11-21T16:26:42.781,0.7914176700915739,7,YoEif,false,PTQDT
2021-11-21T16:26:43.781,-1.5123529908809947,6,4SJdS,true,etFox
2021-11-21T16:26:44.781,0.899126150440513,4,AQfUI,true,6jbhc
2021-11-21T16:26:45.781,1.0062972890239081,1,1WRlt,true,l97IC
2021-11-21T16:26:46.781,-1.380318629325325,6,fZu8V,true,8tx9S
2021-11-21T16:26:47.781,-0.33947300546835224,6,CRL93,false,TTObq
2021-11-21T16:26:48.781,-0.32247345720774206,7,yIdjX,true,a7ugD
2021-11-21T16:26:49.781,0.9108039398950676,7,Vt1cL,true,ReYp7
2021-11-21T16:26:50.781,0.4666356770572025,4,Z5Ltd,false,4xTRz
2021-11-21T16:26:51.781,0.8217085253686142,2,3wiBn,false,tLY7o
2021-11-21T16:26:52.781,-2.0419340416686262,8,cSjpI,true,ZAeyf
2021-11-21T16:26:53.781,0.7985665678609754,10,tcjoE,false,4zIxG
2021-11-21T16:26:54.781,1.6891987967652842,8,czwYO,true,718rl
2021-11-21T16:26:55.781,0.28877862382718383,8,ok8aQ,true,O6m7Z
2021-11-21T16:26:56.781,-1.604149147669237,3,ScsN2,false,yBmBJ
2021-11-21T16:26:57.781,-0.003870928039500965,2,6Rq4n,true,A2xE0
2021-11-21T16:26:58.781,-0.8592241834475455,1,1TiFO,false,fuoej
2021-11-21T16:26:59.781,-0.8103910569343422,8,z1KBz,false,dp9W6
2021-11-21T16:27:00.781,1.1348060051339155,10,lvjo7,true,Y9AfV
2021-11-21T16:27:01.781,0.6138340431450994,4,FlgZ4,true,yRDGr
2021-11-21T16:27:02.781,1.0350458570355048,10,dz9u0,false,g460k
2021-11-21T16:27:03.781,-0.4602759114881086,8,Dlpph,true,clNtA
2021-11-21T16:27:04.781,0.05135097260429593,3,mSZD8,true,i48cK
2021-11-21T16:27:05.781,1.1936385658662696,7,C5yDN,false,Kp1m5
2021-11-21T16:27:06.781,-0.08353284339864372,10,37EDH,false,OvUrF
2021-11-21T16:27:07.781,-0.7798126727416845,1,V22OO,true,fOgyn
2021-11-21T16:27:08.781,0.502705202107005,10,C7LkB,false,AVepE
2021-11-21T16:27:09.781,1.488707910428312,1,BN5E7,true,f1X0I
2021-11-21T16:27:10.781,0.27115504556587783,1,xULHG,true,8FRLK
2021-11-21T16:27:11.781,-0.829023826558635,2,JfPGu,false,1x7qZ
2021-11-21T16:27:12.781,-0.12183946144410146,9,sOuI0,false,7bw6g
2021-11-21T16:27:13.781,-1.46744133129619,3,uAuTo,false,Y6zC4
2021-11-21T16:27:14.781,-1.511670470813615,9,T4FOd,true,OzeXV
2021-11-21T16:27:15.781,-0.7035915040058246,8,Qoiz0,true,fE1n8
2021-11-21T16:27:16.781,0.19154754656246817,10,mzuKN,false,JG1h8
2021-11-21T16:27:17.781,-0.9186353100959148,4,BCm1d,false,LLg34
2021-11-21T16:27:18.781,-0.587635958051892,7,t9Z2f,false,t3615
2021-11-21T16:27:19.781,-0.7950607519534016,1,qilCH,true,DZHUc
2021-11-21T16:27:20.781,0.01784142280247656,6,kVbSG,false,FSR7C
2021-11-21T16:27:21.781,0.2747692336490523,6,XeAW7,true,LvMW8
2021-11-21T16:27:22.781,-0.6878677571321399,3,acyEe,false,p3ukH
2021-11-21T16:27:23.781,-0.18495087871371083,2,pWRJQ,true,vlE7Z
2021-11-21T16:27:24.781,-0.9381494069958747,1,bWAsn,false,ZqLUJ
2021-11-21T16:27:25.781,-1.7439307171032246,2,Ncfpr,true,xHyqZ
2021-11-21T16:27:26.781,-1.5499847212047932,5,F8pWE,false,dmxWL
2021-11-21T16:27:27.781,-0.5105857262100875,3,NKlEZ,false,i6TH9
2021-11-21T16:27:28.781,-0.786313373893585,9,br3kT,false,Ac0at
2021-11-21T16:27:29.781,-0.20708893892451236,5,jYSGn,false,zGQLA
2021-11-21T16:27:30.781,-1.3170400238607842,3,MeQfQ,false,i5eZd
2021-11-21T16:27:31.781,-1.235404371875574,6,ze3Us,true,2XDmS
2021-11-21T16:27:32.781,-1.3852005979109616,9,LRBId,false,EoJkt
2021-11-21T16:27:33.781,0.9267797568692704,10,DJA2o,true,7AniA
2021-11-21T16:27:34.781,-0.3605493470033598,4,bbtpT,false,NVyXb
2021-11-21T16:27:35.781,-0.6126701703843761,5,OFbvb,true,hXJGe
2021-11-21T16:27:36.781,-0.9848773368229765,3,0P81v,false,Yo7Ox
2021-11-21T16:27:37.781,0.3985668408153842,7,22BWJ,true,zFJeB
2021-11-21T16:27:38.781,0.6940736209597519,10,Va37c,true,On5PP
2021-11-21T16:27:39.781,0.7796732889002954,3,1Wl6Q,true,1aqMO
2021-11-21T16:27:40.781,-1.1453977161580473,7,9ykqO,true,Os9JJ
2021-11-21T16:27:41.781,0.4527304788613742,6,GCCCn,true,F7QQn
2021-11-21T16:27:42.781,-0.5297124039003037,3,kpwSG,false,oQCD4
2021-11-21T16:27:43.781,-1.1634516061002937,1,Vycon,false,fiHFD
2021-11-21T16:27:44.781,-0.4278672678119396,7,cTDSx,true,yTxEu
2021-11-21T16:27:45.781,-0.8856400886760802,10,Fl6W4,true,YDipi
2021-11-21T16:27:46.781,-0.7078386488165982,6,zQvZz,false,5qoyi
2021-11-21T16:27:47.781,0.44906874362389915,5,TzE4C,true,rnLmd
2021-11-21T16:27:48.781,0.5264439640061535,5,TNdNr,true,FZZJa
2021-11-21T16:27:49.781,0.37383101208482095,6,epmrg,true,XiLCY
2021-11-21T16:27:50.781,2.2827630437971353,7,lX7M7,false,4jViu
2021-11-21T16:27:51.781,1.4390962474401623,2,QkTf1,true,ZKMCE
2021-11-21T16:27:52.781,1.3603105736953853,8,LjPEH,true,jqXDz
2021-11-21T16:27:53.781,0.3216771667771435,1,sYZVW,false,wTBt9
2021-11-21T16:27:54.781,-0.048895204396561594,4,VW9BX,false,AWdpi
2021-11-21T16:27:55.781,-0.6749205925262967,5,g94Ow,true,Tlopr
2021-11-21T16:27:56.781,0.08152426398916342,2,LNXyL,true,uERrL
2021-11-21T16:27:57.781,-0.673150460771512,2,IP8Ar,false,whnac
2021-11-21T16:27:58.781,1.515987827259228,7,jvWZY,true,oxI17
2021-11-21T16:27:59.781,0.9568753977818254,3,a69GY,true,xeUa7
2021-11-21T16:28:00.781,0.26411972425300073,1,7OUmh,true,qFIzT
2021-11-21T16:28:01.781,1.9443424069579207,2,hF9bD,true,Xv8lo
2021-11-21T16:28:02.781,-0.805251640683123,9,7gnYA,true,FXjvD
2021-11-21T16:28:03.781,-0.04810600231748663,3,DlYga,false,JdD0c
2021-11-21T16:28:04.781,-0.36940176489565185,1,wFIaq,false,fYrkC
2021-11-21T16:28:05.781,0.20719343355882608,1,RpwTj,false,GHwIS
2021-11-21T16:28:06.781,0.9862368464275671,9,JTVvy,false,svysf
2021-11-21T16:28:07.781,-0.6625199475377719,5,7Vb3f,false,7T86k
2021-11-21T16:28:08.781,0.2185416552956179,10,1zUWo,true,Fkjh0
2021-11-21T16:28:09.781,-0.8321456299286923,7,82sui,true,Y3QNo
2021-11-21T16:28:10.781,-1.9886695062914537,7,G9NKv,true,baTIO
2021-11-21T16:28:11.781,-0.011242515653665191,7,eGr9D,true,x1hb8
2021-11-21T16:28:12.781,-1.1357047705726442,10,fVqth,false,nM39U
2021-11-21T16:28:13.781,0.2663095694659803,7,mHjVf,false,deHEn
2021-11-21T16:28:14.781,0.38715586365040267,9,T3ogA,true,uzlO1
2021-11-21T16:28:15.781,-0.2745254268019664,3,inNMa,false,HC60N
2021-11-21T16:28:16.781,-0.6166597665016464,1,Cr2K9,false,9Rm2K
2021-11-21T16:28:17.781,-0.6066415170225034,10,Ujv85,false,QDTBu
2021-11-21T16:28:18.781,1.0880420980264451,4,bpxid,false,0lstt
2021-11-21T16:28:19.781,-0.17485001635186836,7,rjI7q,false,psp03
2021-11-21T16:28:20.781,0.968879711827154,1,8Jmqv,false,nDU3O
2021-11-21T16:28:21.781,0.8485298070024894,7,A0ic8,false,KUg7e
2021-11-21T16:28:22.781,1.7293543915562917,1,Vs1vC,false,cVwBR
2021-11-21T16:28:23.781,-0.5452616668375384,5,dMWA1,true,Ne9kq
2021-11-21T16:28:24.781,0.5832499240394599,8,x6t8H,true,utWyA
2021-11-21T16:28:25.781,1.027121578950509,3,9zl1y,true,GOcvF
2021-11-21T16:28:26.781,-1.3134918941908984,9,iARSc,true,pYDEv
2021-11-21T16:28:27.781,-0.5370230953717536,4,eYOhr,false,5hNwH
2021-11-21T16:28:28.781,-0.832739431979206,2,o8vpt,false,r7nqp
2021-11-21T16:28:29.781,-1.9650597822013172,1,90iHT,false,j2rMD
2021-11-21T16:28:30.781,-1.3759309537844997,6,MKhXE,true,M7veJ
2021-11-21T16:28:31.781,-0.10837841060013792,6,qPNPv,true,xBOyD
2021-11-21T16:28:32.781,-0.15095354086997387,7,GhP4u,false,Ve5lz
2021-11-21T16:28:33.781,-0.5969567335400946,5,vNqrJ,false,b23nc
2021-11-21T16:28:34.781,1.1595720139909773,3,M9YQt,false,xvZix
2021-11-21T16:28:35.781,0.8336496230810965,2,B0LpB,true,EcGN8
2021-11-21T16:28:36.781,0.5551628207957041,7,It5In,false,OWVAi
2021-11-21T16:28:37.781,-0.28931194747374683,4,LQXsl,false,coar8
2021-11-21T16:28:38.781,1.2720648504908856,7,Q5OSM,true,N6dlN
2021-11-21T16:28:39.781,-0.4844328396381037,9,Qi072,true,bZpXd
2021-11-21T16:28:40.781,0.5248612171414778,2,k54Uw,false,9aKCc
2021-11-21T16:28:41.781,2.0942188886443924,8,NN0RB,false,TDgpS
2021-11-21T16:28:42.781,1.0799577558607558,3,UOb49,false,p1MFQ
2021-11-21T16:28:43.781,-0.6008121955429083,7,q7ACl,false,rTCRL
2021-11-21T16:28:44.781,1.8285413550376413,6,zVxVV,true,yopki
2021-11-21T16:28:45.781,-0.39420054525345266,2,px6Qc,false,bPxWY
2021-11-21T16:28:46.781,-0.13804468172470505,4,9fypx,true,x7Jln
2021-11-21T16:28:47.781,-0.6737566074548178,8,5JWUF,true,t8Y0u
2021-11-21T16:28:48.781,-1.3397047537492175,8,8P0NC,true,89IR7
2021-11-21T16:28:49.781,0.017592471346927485,7,7wVFI,false,NpIsj
2021-11-21T16:28:50.781,0.28324840262178075,9,F1KMu,true,APDmZ
2021-11-21T16:28:51.781,-0.2670800998444112,3,QMS9f,false,cJqck
2021-11-21T16:28:52.781,-0.33337862590342665,2,6CqFP,true,F9I78
2021-11-21T16:28:53.781,1.129036101649696,9,Thiwd,true,e4Twd
2021-11-21T16:28:54.781,-0.1097891010711806,9,aC79g,false,cz4rK
2021-11-21T16:28:55.781,1.1106482338425925,8,X8hI7,true,zLoq7
2021-11-21T16:28:56.781,-0.5243380080165378,8,rfNky,false,InBQA
2021-11-21T16:28:57.781,0.1257538200471391,10,bFJcD,false,tq339
2021-11-21T16:28:58.781,0.8438812978598125,4,V5Iqy,true,uUeXZ
2021-11-21T16:28:59.781,0.10350841848545117,7,gfGcI,true,HNhBJ
2021-11-21T16:29:00.781,0.8233346842495172,1,rUs3p,true,H0tjX
2021-11-21T16:29:01.781,0.42799509471443864,2,8ympF,false,CXJ26
2021-11-21T16:29:02.781,0.9982242276979718,6,nHi4Q,true,j0hsa
2021-11-21T16:29:03.781,-0.5654821551269739,1,R4J3B,true,3rwtF
2021-11-21T16:29:04.781,1.294383897330164,2,jnRnA,true,q8KLT
2021-11-21T16:29:05.781,0.30019709273564743,10,CIj3m,true,wZsIe
2021-11-21T16:29:06.781,1.036725328389653,8,vGvYQ,false,0RMm4
2021-11-21T16:29:07.781,0.817295556932957,9,tZiWt,false,3jn5D
2021-11-21T16:29:08.781,0.4169455902365738,6,tzw9p,false,vsnF5
2021-11-21T16:29:09.781,-1.0030198585986685,1,XTMlx,true,TFUzO
2021-11-21T16:29:10.781,2.0656791852591643,4,Ixxwn,false,R0DjV
2021-11-21T16:29:11.781,-2.440892155228704,10,Yr0mc,true,FTjLb
2021-11-21T16:29:12.781,0.40807129157368704,3,IIZDD,true,ZofDc
2021-11-21T16:29:13.781,-0.19901320621341806,1,N48Oq,true,RYIwr
2021-11-21T16:29:14.781,1.2480555907624964,8,CytrX,false,fKFew
2021-11-21T16:29:15.781,0.8134567425266722,6,9YzTk,true,gSU7j
2021-11-21T16:29:16.781,0.7974839035431714,6,42aRc,true,Qnevl
2021-11-21T16:29:17.781,-0.6175159214445679,7,rQA0J,true,Px87P
2021-11-21T16:29:18.781,1.2483726638670951,1,YTdKg,false,MlqIr
2021-11-21T16:29:19.781,-0.047450570400382246,8,WWbdJ,false,GeZgG
2021-11-21T16:29:20.781,-1.2550196190681313,2,4X3rD,true,AhK62
2021-11-21T16:29:21.781,-1.9750283345024677,2,rCzbI,true,S4ZKi
2021-11-21T16:29:22.781,-0.21155455042257001,3,lBcB3,true,ZSX6U
2021-11-21T16:29:23.781,0.041689266226389465,10,0TcW0,true,k94qs
2021-11-21T16:29:24.781,-0.6264564548106132,6,bkM3f,false,QQyZH
2021-11-21T16:29:25.781,1.367953948904338,8,3Jm71,false,ohrMk
2021-11-21T16:29:26.781,-0.40045814093993676,6,uEHFZ,true,FAtbO
2021-11-21T16:29:27.781,-1.0456271539047017,3,RAbsL,true,r2Mtc
2021-11-21T16:29:28.781,0.5332560485853043,10,mUGDa,true,F1VVO
2021-11-21T16:29:29.781,-0.2685354958474748,6,JN6RB,true,sZnaH
2021-11-21T16:29:30.781,-0.019682244948962955,10,jhbTD,false,HfYpW
2021-11-21T16:29:31.781,-0.5246251486080434,1,WVGgq,true,LLj9v
2021-11-21T16:29:32.781,0.23072404634905813,1,jmOCH,true,1k9a4
2021-11-21T16:29:33.781,-0.09638209476171859,2,bq570,false,JQh1r
2021-11-21T16:29:34.781,0.6136305407538609,10,gN23w,true,Q3UQ4
2021-11-21T16:29:35.781,0.7869653311506427,8,KjTXV,false,QdTmJ
2021-11-21T16:29:36.781,0.35463444572680397,9,PLgjZ,false,eJ89W
2021-11-21T16:29:37.781,-0.010889013224280554,4,mpSYo,true,AQibs
2021-11-21T16:29:38.781,0.5433627841293551,1,GgyIh,true,l1Zy5
2021-11-21T16:29:39.781,-0.9600731788611777,8,XzF0x,true,nhSS8
2021-11-21T16:29:40.781,-0.6151989558006093,4,wbp7n,false,BlHtd
2021-11-21T16:29:41.781,-0.4577430310329066,1,DAtc7,false,1Ow30
2021-11-21T16:29:42.781,1.0971534269665524,10,vgRD5,false,n00s6
2021-11-21T16:29:43.781,-0.10020261788459428,4,BZcBy,false,fTNDB
2021-11-21T16:29:44.781,0.4593471251246524,10,Yqemz,false,3js3q
2021-11-21T16:29:45.781,-0.7452144906475794,3,Dy0E0,true,IQ0lG
2021-11-21T16:29:46.781,-0.5823101781051366,10,CZYyG,true,TaSxG
2021-11-21T16:29:47.781,0.5097867573627586,4,QRSJb,true,XBGnh
2021-11-21T16:29:48.781,-0.2883441945730217,5,CjVIi,true,GRhwL
2021-11-21T16:29:49.781,-0.9084512117255927,8,AbnGd,true,0cjFJ
2021-11-21T16:29:50.781,0.6083826438908809,2,FOqNp,false,C8Vso
2021-11-21T16:29:51.781,-0.11524892248708404,3,XxBLg,true,cjd7M
2021-11-21T16:29:52.781,0.9075431022350035,5,5aoi4,true,qHReU
2021-11-21T16:29:53.781,-2.3105653337500676,2,JVO6q,true,TGAVI
2021-11-21T16:29:54.781,1.2846118565400009,4,1N58s,false,SlrcU
2021-11-21T16:29:55.781,0.35023279163316623,1,AUMXR,true,ZpEW0
2021-11-21T16:29:56.781,0.10417215756127877,2,5prvf,true,1d57o
2021-11-21T16:29:57.781,-0.43478468043477764,10,77shJ,true,Zv1dI
2021-11-21T16:29:58.781,-0.5839699610419457,4,FyYJu,false,e9d2v
2021-11-21T16:29:59.781,0.546071637352217,8,0UVJY,false,Hj1XZ
2021-11-21T16:30:00.781,-0.6706622125202295,9,sjbEP,false,1PU2q
2021-11-21T16:30:01.781,-0.8980052270691243,4,0SdiQ,false,S4KjQ
2021-11-21T16:30:02.781,0.621289993164478,2,dCcOJ,true,WzK4M
2021-11-21T16:30:03.781,0.02822075803406108,1,FYRB6,true,KRCxq
2021-11-21T16:30:04.781,-0.12939305577940796,5,j6D8c,true,q73zd
2021-11-21T16:30:05.781,1.2433878242459304,10,PwKuY,false,Ar5Wj
2021-11-21T16:30:06.781,0.4759603942316916,7,RkeXQ,false,y8hQT
2021-11-21T16:30:07.781,-0.729037142504846,4,3zkEX,true,24cyB
2021-11-21T16:30:08.781,-0.9207291205585353,9,Skkus,true,gMKVR
2021-11-21T16:30:09.781,-0.49992706907216117,1,yzA3y,true,Yl3Ha
2021-11-21T16:30:10.781,-0.024422369994602695,5,UYevv,false,G5wMN
2021-11-21T16:30:11.781,1.2382771341784438,10,Ay1Yc,true,J7ZVV
2021-11-21T16:30:12.781,1.7310824814752486,2,gjcsT,false,mQ91d
2021-11-21T16:30:13.781,-0.9820888985708138,9,aCsDG,false,6o7xW
2021-11-21T16:30:14.781,-1.184606827726972,5,KQqgX,false,PLzR7
2021-11-21T16:30:15.781,-0.6837708122974219,9,xrUxA,true,p6CFH
2021-11-21T16:30:16.781,-2.179535821980131,4,Uzvi7,true,CxnKs
2021-11-21T16:30:17.781,-1.7642957564565074,1,1jF8E,true,lf30y
2021-11-21T16:30:18.781,-1.2528928957628385,9,1bKKC,false,QMvat
2021-11-21T16:30:19.781,1.015513391446209,2,PbtGp,true,oOcFq
2021-11-21T16:30:20.781,1.7378452989160942,2,Y1ZxH,false,wMgz2
2021-11-21T16:30:21.781,0.45697104774541036,2,4ARP6,true,9KG7q
2021-11-21T16:30:22.781,-0.6032334358498576,3,8EwBi,false,Jz3LA
2021-11-21T16:30:23.781,-0.36494831594727783,7,06L3f,false,lYVcX
2021-11-21T16:30:24.781,0.8430396620240428,5,IFCAZ,true,YMJx3
2021-11-21T16:30:25.781,1.405832902638587,5,ksiwQ,false,pxRTB
2021-11-21T16:30:26.781,-0.9163717666903396,2,yRGhS,true,k7o3v
2021-11-21T16:30:27.781,-1.1482939072601894,6,qPiIs,true,MAyxh
2021-11-21T16:30:28.781,0.3122742649478181,6,WYQEa,true,xWHvh
2021-11-21T16:30:29.781,-1.969220471414407,7,Pd0fM,true,YKcnP
2021-11-21T16:30:30.781,0.2952808469091939,6,ldNuV,true,DIJpu
2021-11-21T16:30:31.781,-0.5958689799576596,9,KzSc7,false,5u0aR
2021-11-21T16:30:32.781,-0.4413153459797031,7,LMA1P,false,TROBz
2021-11-21T16:30:33.781,-0.1210448071262877,4,DKdpT,true,BR3mW
2021-11-21T16:30:34.781,0.8747356584499106,5,qQONh,true,Vlimx
2021-11-21T16:30:35.781,-0.7361753129643439,1,Ou2IV,false,3c5wT
2021-11-21T16:30:36.781,-0.22418337130875426,1,w5P2t,true,fvELr
2021-11-21T16:30:37.781,0.10948897738804236,2,2dR7G,false,lbHY1
2021-11-21T16:30:38.781,-0.30451266983252284,2,wAzRn,true,p829S
2021-11-21T16:30:39.781,0.292214145473683,5,tbFc5,false,PEjQm
2021-11-21T16:30:40.781,-0.6724105832818968,9,aKsQA,false,yYIk2
2021-11-21T16:30:41.781,0.8909640993705759,7,Hv4Wp,true,ViXYK
2021-11-21T16:30:42.781,-0.2719722843463046,1,jLpbv,true,8ZBPX
2021-11-21T16:30:43.781,-0.14192520617214005,5,RhMM6,false,xSjXd
2021-11-21T16:30:44.781,0.9793754951854851,2,wKoVP,false,URiJa
2021-11-21T16:30:45.781,-0.6001800754627293,2,bR5xF,false,wFdDW
2021-11-21T16:30:46.781,-1.3064244947790815,4,hd9Vv,true,PXMkb
2021-11-21T16:30:47.781,0.38675865043059743,6,VYDdo,true,xMSgd
2021-11-21T16:30:48.781,-0.7053285307301036,4,fcOn4,false,I5tmi
2021-11-21T16:30:49.781,-0.34450115867718745,10,EXMq4,false,90gz8
2021-11-21T16:30:50.781,-0.15950789023661083,4,PnmXu,false,yXkeL
2021-11-21T16:30:51.781,-1.1594032958592388,3,gZ7cY,false,Y4WmP
2021-11-21T16:30:52.781,-0.18065260142955522,2,GICNE,true,Joq2D
2021-11-21T16:30:53.781,0.24755836746307938,3,T8yI1,true,I0ZqK
2021-11-21T16:30:54.781,-0.6972268979203035,7,DOn6o,false,KLqIo
2021-11-21T16:30:55.781,-0.6179132109427316,2,50VZV,false,Z98Ra
2021-11-21T16:30:56.781,-0.6360864538693629,4,tjhVi,true,Z5Ayu
2021-11-21T16:30:57.781,0.5231789878149861,10,RmNPn,true,23ERx
2021-11-21T16:30:58.781,-0.4880461459632503,2,n9VmZ,false,Jzkwc
2021-11-21T16:30:59.781,1.7367003075630547,8,CgowU,true,IxoWg
2021-11-21T16:31:00.781,-2.0399402334911114,3,wN31t,true,m1n22
2021-11-21T16:31:01.781,1.6353212216288662,10,IpIjN,true,HrMzN
2021-11-21T16:31:02.781,0.9300184980363524,6,aKwLo,true,m4Jjk
2021-11-21T16:31:03.781,-1.1612659468276243,6,tamf8,false,btdu7
2021-11-21T16:31:04.781,-1.3044133025131779,4,sNmz1,false,seefz
2021-11-21T16:31:05.781,0.06427523019506125,3,rsDVb,false,a2mnA
